name,latitude,longitude,type
Power Plant,23.7577755,85.8945674,industrial
Unnamed Industrial Feature,24.4133028,85.4824399,industrial
Store,20.3651096,83.2809549,industrial
Unit 1,20.365909,83.2937798,industrial
Unit 10,20.3573132,83.2716981,industrial
Unit 11,20.3484296,83.2682684,industrial
Unit 12,20.3778898,83.2987851,industrial
Unit 15,20.3302976,83.2575989,industrial
Unit 17,20.366336,83.2896334,industrial
Unit 2,20.3643728,83.2926594,industrial
Unit 3,20.3629838,83.2923453,industrial
Unit 4,20.3607211,83.2914029,industrial
Unit 5,20.3583189,83.264102,industrial
Unit 6,20.3760248,83.3030623,industrial
Warehouse,20.3591214,83.2697842,industrial
APSRTC Zonal Workshop,18.0916599,83.389365,depot
Unnamed Industrial Feature,18.1175514,83.4210615,scrap_yard
Indian oil deport,21.9055582,84.0285324,oil
"IOCL, PRRPL, Malimunda, Jharsuguda",21.9061599,84.0302754,industrial
East Coast Energies PVT LTD,18.5268906,84.2458941,industrial
Bhilai Steel Plant,21.1843795,81.3909595,steelmaking
Unnamed Industrial Feature,21.4987971,81.7837866,industrial
Unnamed Industrial Feature,21.672524,82.084357,industrial
Paradip Port,20.276102,86.6726079,industrial
Indian Rare Earth Limited (IREL),19.3090047,84.9601546,factory
Tilk Rice and Oil Mill,20.5764129,86.704076,industrial
Unnamed Industrial Feature,20.9173843,85.1626471,industrial
NALCO,20.8286502,85.1578666,industrial
Angul Smelter power station,20.8531792,85.1937858,industrial
Bhushan Power & Steel,21.7623857,84.0217847,industrial
Unnamed Industrial Feature,21.7994139,83.861408,industrial
Jindal Steel Works,21.9275326,83.3478661,industrial
Unnamed Industrial Feature,21.2257861,81.7790732,industrial
Unnamed Industrial Feature,21.2241814,81.7870401,industrial
Unnamed Industrial Feature,21.5519831,81.8060605,industrial
Unnamed Industrial Feature,21.2350382,81.4060906,industrial
Unnamed Industrial Feature,21.2293135,81.4135769,industrial
ACC Jamul,21.2378747,81.3836386,factory
Unnamed Industrial Feature,21.2270842,81.387143,industrial
Unnamed Industrial Feature,21.233717,81.3948367,industrial
Unnamed Industrial Feature,21.3737595,81.416192,industrial
"STPI, Hitech City, Rushikonda",17.8029845,83.3812652,industrial
Unnamed Industrial Feature,18.5477632,83.3323544,industrial
Indian Metals & Ferro Alloys Limited,19.3324708,83.4319931,industrial
Unnamed Industrial Feature,19.2487965,83.4099863,industrial
ACC Limited Bargarh Cement Works,21.3710758,83.6169953,industrial
Unnamed Industrial Feature,21.1202767,85.9218664,industrial
Bharat Aluminium,22.3931039,82.7354624,aluminium_smelting
Unnamed Industrial Feature,22.3441781,82.7165829,industrial
Choudwar Power Plant,20.5351183,85.9084398,industrial
Unnamed Industrial Feature,21.5442026,83.901291,industrial
Unnamed Industrial Feature,21.5469933,83.9035052,industrial
Talcher Super Thermal Powerstation,21.0944334,85.0742078,industrial
Unnamed Industrial Feature,21.1044668,85.0734973,cooling
Unnamed Industrial Feature,21.1056988,85.0737447,cooling
Unnamed Industrial Feature,21.1032433,85.0732276,cooling
Unnamed Industrial Feature,21.1020172,85.0729685,cooling
Dhamra Port,20.8317088,86.9581986,industrial
Unnamed Industrial Feature,20.7940749,86.8993959,industrial
IOCL Paradip Refinery Tankfarm,20.2487024,86.5995376,refinery
Paradeep Phosphates Limited Township,20.2640419,86.6228933,industrial
Jharsuguda Sterlite power station,21.816881,84.0392763,industrial
Unnamed Industrial Feature,21.9005839,83.9843367,industrial
Unnamed Industrial Feature,21.8404249,83.9801374,industrial
Tata Steel Meramandali,20.8040132,85.2612681,metal_processing
Unnamed Industrial Feature,20.8268429,85.2699568,industrial
Unnamed Industrial Feature,20.821037,85.282735,industrial
Unnamed Industrial Feature,20.8076658,85.2911873,industrial
Unnamed Industrial Feature,20.4898155,85.9331535,industrial
Unnamed Industrial Feature,20.5296327,85.9471698,industrial
NACL Industries Technical Plant,18.2735413,83.7926403,industrial
Purvi Bharat Coal Products Private Limited,20.5166718,85.8310147,industrial
Orissa Textile Mills,20.5269819,85.9245533,industrial
Unnamed Industrial Feature,20.5716982,86.0184813,industrial
Unnamed Industrial Feature,21.98454,83.2347654,industrial
Essar Steel Odisha Limited,20.3183508,86.6482227,industrial
IFFCO Plant,20.3086146,86.6623048,industrial
Unnamed Industrial Feature,20.306351,86.6170876,industrial
Bhilai 500 MW Expansion Power Project,21.1882014,81.4243243,industrial
Raipur Substation,21.2438204,81.4883606,industrial
Marwa Thermal Power Plant,22.0703404,82.6053249,industrial
Lanco Amarkantak,22.2424497,82.7219486,industrial
Akaltara-KMPCL Coal Power Plant,21.9617037,82.4132796,industrial
Hasdeo Thermal Power Station Korba West,22.4143141,82.6804012,industrial
Korba East Thermal Power Station,22.3853201,82.7195174,industrial
Dr. Shyama Prasad Mukherjee Thermal Power Station,22.370576,82.7202147,industrial
Korba Super Thermal Power Plant,22.3872846,82.683916,industrial
Chakabura Power Station,22.3945578,82.5561117,industrial
Adani Korba West power station,21.7408088,83.2742158,industrial
Baradarha Power Station,21.9082666,83.1912217,industrial
Vandana Energy & Steel,22.4871421,82.6266652,industrial
Salora Power Station,22.4900708,82.6059366,industrial
Batch Plant,20.7897249,86.0367464,industrial
Stone Factory,20.792346,86.0446706,industrial
Batch Plant,20.8063128,86.0259102,industrial
K.J. ISPAT LTD,20.9523786,86.0599395,factory
Unnamed Industrial Feature,20.9501356,86.0647942,industrial
VISA STEEL LTD,20.9448038,86.0581277,factory
Angul Monnet Power Company Limited,20.9250541,84.989668,industrial
IB Thermal Power Plant,21.6905505,83.8650286,industrial
Ordnance Factory Bolangir,20.3563665,83.2836792,industrial
Middle Kolab Project,18.7462678,82.1359977,industrial
Hindustan Aeronautics Limited,18.7376065,82.8211157,aerospace
Hindustan Aeronautics Limited Sukhoi Engine Division,18.7395593,82.8305974,industrial
National Aluminium Company Ltd. Alumina Refinery,18.7706641,82.9087306,industrial
Talcher Thermal Power Station,20.913111,85.208218,industrial
Duburi Steel Power Plant,20.961104,86.0496258,industrial
Hirakud Captive Power Plant,21.5299494,83.9064635,industrial
Sipat Thermal Power Station,22.1291184,82.290914,industrial
Singhal Forestry,21.3202503,83.0380851,industrial
Sirgitti Industrial Area,22.0411087,82.1389124,industrial
Unnamed Industrial Feature,22.048889,82.1279513,industrial
Prakash Industries Steel Plant,22.0048774,82.6713615,industrial
Unnamed Industrial Feature,20.8173541,86.05243,industrial
Unnamed Industrial Feature,20.8208282,86.038181,industrial
Unnamed Industrial Feature,20.8230814,86.0840804,industrial
Unnamed Industrial Feature,20.7736463,86.0602861,industrial
Uchpinda Power Station,21.886745,83.1205846,industrial
Athena Chhattisgarh power station,21.907181,83.1299372,industrial
Unnamed Industrial Feature,21.486042,81.7699152,industrial
Unnamed Industrial Feature,21.5614719,81.7564487,industrial
Unnamed Industrial Feature,21.7304063,82.2137084,industrial
GMR Chhattisgarh Energy Limited,21.4513572,81.8572654,industrial
Binjkote Power Station,22.013822,83.2045015,industrial
Hindalco Flat Rolled Products,21.5221658,83.9020157,industrial
Unnamed Industrial Feature,21.4890612,83.9907562,factory
Hemgir Coal Washery,21.893126,83.7232532,industrial
Unnamed Industrial Feature,19.2942315,84.79957,industrial
Unnamed Industrial Feature,19.3017794,84.8153816,industrial
Sahajbahal Jharsuguda Ind-Barath Power Plant,21.664922,83.9229431,industrial
Angul power station,21.1310415,84.9904421,industrial
LARA Super Thermal Power Station,21.7564706,83.4491144,industrial
Unnamed Industrial Feature,21.2954413,81.614644,industrial
Unnamed Industrial Feature,21.2934505,81.5958155,industrial
Unnamed Industrial Feature,21.3201512,81.5814819,industrial
Unnamed Industrial Feature,21.3099895,81.5908448,industrial
Unnamed Industrial Feature,21.2800297,81.5792002,industrial
Unnamed Industrial Feature,20.8475111,81.722972,industrial
Unnamed Industrial Feature,20.8379136,81.7211367,industrial
Unnamed Industrial Feature,20.8437704,81.7171682,industrial
TATA Steel,20.9710485,86.0097568,industrial
Unnamed Industrial Feature,20.9369899,86.1672038,industrial
Unnamed Industrial Feature,20.9371854,86.1671908,industrial
Unnamed Industrial Feature,20.9515199,86.1367248,industrial
Unnamed Industrial Feature,20.9380329,86.1621436,industrial
Unnamed Industrial Feature,21.7357181,84.054842,industrial
Unnamed Industrial Feature,18.2832236,84.0466593,industrial
Unnamed Industrial Feature,18.2791874,84.0584255,industrial
Unnamed Industrial Feature,18.2997623,84.0059458,industrial
Unnamed Industrial Feature,18.3750133,83.9979906,industrial
Unnamed Industrial Feature,18.2673005,83.9180755,industrial
Unnamed Industrial Feature,18.2919369,83.9479039,industrial
Unnamed Industrial Feature,18.3234937,83.9561534,industrial
Unnamed Industrial Feature,18.2658811,83.91709,industrial
Unnamed Industrial Feature,18.2941632,83.945555,industrial
Unnamed Industrial Feature,18.3356501,84.0846034,industrial
Unnamed Industrial Feature,18.2970378,83.9643056,industrial
Unnamed Industrial Feature,18.2899808,83.9463975,industrial
Unnamed Industrial Feature,18.2907769,83.9482649,industrial
Unnamed Industrial Feature,18.2520602,83.9324857,industrial
Unnamed Industrial Feature,18.1286627,83.6403448,industrial
Aurobindo Pharma,18.1360051,83.6236054,industrial
Unnamed Industrial Feature,18.1491744,83.6110982,industrial
Unnamed Industrial Feature,18.5401934,84.2955963,industrial
Unnamed Industrial Feature,20.7308685,83.4537773,industrial
Unnamed Industrial Feature,20.7327383,83.4636869,industrial
Meramandali Power Station,20.8066389,85.2536075,industrial
Kamalanga Thermal Power Plant,20.8652362,85.2653241,industrial
Unnamed Industrial Feature,18.3714186,83.8552476,industrial
Unnamed Industrial Feature,22.3996404,82.7323771,aluminium_smelting
Unnamed Industrial Feature,22.400316,82.7321685,aluminium_smelting
Unnamed Industrial Feature,22.0212432,83.3032075,industrial
Unnamed Industrial Feature,22.0292711,83.3108356,industrial
Bhandhakhar Power Station,22.3419078,82.433786,industrial
Balco - III,22.3976326,82.7403829,industrial
Balco-II Power Station,22.3935587,82.7435708,industrial
Balco-I Captive Power Plant,22.3945873,82.67395,industrial
Kasaipalli Power Station,22.38715,82.55243,industrial
Ratija Power Project,22.3405148,82.4955104,industrial
S V Power Private Limited Renki,22.2953082,82.527652,industrial
Unnamed Industrial Feature,21.225638,81.3987777,industrial
